Job No,Job Date,Warehouse,Warehouse Status,Machine,Status,Post Date,Start-Time,End-Time,Elapsed-Time,UOM,Input Qty,Output Qty,Yield Loss Qty,Department,Description,Input Value,Output Value,Expenses,User Defined 1,UserDefined2,Input Units,Output Units,
16633,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,8/7/2026 12:00:00 AM,5:46AM,,18:14:00,LBS    ,2075.000,2623.000,-548.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,7,2,
16638,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),Posted,8/7/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,1389.000,1389.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16639,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,8/7/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,4322.000,4322.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16640,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,8/7/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,2175.000,4071.000,-1896.000,Plus Materials                                    ,,-10.8000,-10.8000,0.0000,,,19,0,
16641,8/6/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,8/7/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,4055.000,4055.000,0.000,Plus Materials                                    ,,423.4084,423.4100,0.0000,,,0,0,
16643,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,8/7/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,4556.000,4556.000,0.000,Plus Materials                                    ,,-125.8714,-125.8600,0.0000,,,0,0,
16647,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,8/7/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,3174.000,3174.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16649,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,8/7/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,5185.000,5185.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16651,8/6/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,8/7/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,2348.000,2348.000,0.000,Plus Materials                                    ,,244.5935,244.6000,0.0000,,,41,0,
16653,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (3RD SHIFT),Posted,8/7/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,5473.000,5473.000,0.000,Plus Materials                                    ,,-547.3000,-547.3000,0.0000,,,0,3,
16657,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,8/7/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,4890.000,4890.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,49,0,
16659,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,8/7/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,6245.000,6245.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16664,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,8/10/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,1225.000,2391.000,-1166.000,Plus Materials                                    ,,10.0000,10.0000,0.0000,,,4,2,
16668,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,13287.000,13287.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16669,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,1527.000,1527.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16670,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,4604.000,4604.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16671,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,1297.000,1297.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,13,0,
16672,8/7/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,6073.000,6073.000,0.000,Plus Materials                                    ,,632.6310,632.6300,0.0000,,,0,0,
16674,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,2751.000,4592.000,-1841.000,Plus Materials                                    ,,282.4900,282.4900,0.0000,,,1,0,
16678,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,8/10/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,4900.000,4900.000,0.000,Plus Materials                                    ,,49.0000,49.0000,0.0000,,,25,0,
16680,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,8/10/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,4935.000,4935.000,0.000,Plus Materials                                    ,,324.7063,324.7000,0.0000,,,0,0,
16682,8/7/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,8/10/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,5928.000,5928.000,0.000,Plus Materials                                    ,,617.5257,617.5300,0.0000,,,0,0,
16688,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,8/10/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,5020.000,5020.000,0.000,Plus Materials                                    ,,50.2000,50.2000,0.0000,,,51,0,
16694,8/7/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,8/10/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,1665.000,5364.000,-3699.000,Plus Materials                                    ,,56.8400,140.0900,83.2500,,,4,3,
16695,8/7/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,Posted,8/7/2026 12:00:00 AM,11:53AM,,12:07:00,LBS    ,10500.000,10500.000,0.000,Plus Materials                                    ,,787.5022,787.5000,0.0000,,,25,1,
16697,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,8/11/2026 12:00:00 AM,5:18AM,,18:42:00,LBS    ,3113.000,5756.000,-2643.000,Plus Materials                                    ,,-6.5400,-6.5400,0.0000,,,12,5,
16701,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,8/11/2026 12:00:00 AM,5:19AM,,18:41:00,LBS    ,6710.000,6710.000,0.000,Plus Materials                                    ,,738.1000,738.1000,0.0000,,,0,0,
16703,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,8/11/2026 12:00:00 AM,5:19AM,,18:41:00,LBS    ,7882.000,7882.000,0.000,Plus Materials                                    ,,710.2700,710.2600,0.0000,,,4,0,
16704,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,8/11/2026 12:00:00 AM,5:20AM,,18:40:00,LBS    ,1763.000,1763.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16705,8/10/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,8/11/2026 12:00:00 AM,5:20AM,,18:40:00,LBS    ,3713.000,3713.000,0.000,Plus Materials                                    ,,386.7863,386.7900,0.0000,,,0,0,
16707,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,8/11/2026 12:00:00 AM,5:20AM,,18:40:00,LBS    ,11358.000,11358.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,34,0,
16711,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,8/11/2026 12:00:00 AM,5:21AM,,18:39:00,LBS    ,4288.000,4288.000,0.000,Plus Materials                                    ,,514.5600,514.5600,0.0000,,,195,0,
16713,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,8/11/2026 12:00:00 AM,5:21AM,,18:39:00,LBS    ,9267.000,9267.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16715,8/10/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,8/11/2026 12:00:00 AM,5:21AM,,18:39:00,LBS    ,7994.000,7994.000,0.000,Plus Materials                                    ,,832.7439,832.7400,0.0000,,,0,0,
16717,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (3RD SHIFT),Posted,8/11/2026 12:00:00 AM,5:22AM,,18:38:00,LBS    ,8547.000,8547.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,35,7,
16721,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,8/11/2026 12:00:00 AM,5:22AM,,18:38:00,LBS    ,4392.000,4392.000,0.000,Plus Materials                                    ,,527.0400,527.0400,0.0000,,,11,0,
16723,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,8/11/2026 12:00:00 AM,5:23AM,,18:37:00,LBS    ,6263.000,6263.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16727,8/10/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,8/11/2026 12:00:00 AM,5:23AM,,18:37:00,LBS    ,1205.000,1665.000,-460.000,Plus Materials                                    ,,44.2400,104.4900,60.2500,,,7,1,
16728,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,8/12/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,7645.000,8468.000,-823.000,Plus Materials                                    ,,743.2865,743.2900,0.0000,,,18,6,
16732,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,8/12/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,3316.000,3316.000,0.000,Plus Materials                                    ,,397.9200,397.9200,0.0000,,,0,0,
16734,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,8/12/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,754.000,754.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16735,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),Posted,8/12/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,1464.000,1930.000,-466.000,Plus Materials                                    ,,131.7600,131.7500,0.0000,,,0,0,
16736,8/11/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,8/12/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,5688.000,5688.000,0.000,Plus Materials                                    ,,592.5227,592.5300,0.0000,,,0,0,
16738,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,8/12/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,6590.000,8601.000,-2011.000,Plus Materials                                    ,,181.2300,181.2300,0.0000,,,26,0,
16742,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),Posted,8/12/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,3887.000,3887.000,0.000,Plus Materials                                    ,,466.4400,466.4400,0.0000,,,0,0,
16744,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,8/12/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,8099.000,8099.000,0.000,Plus Materials                                    ,,351.9600,351.9900,0.0000,,,34,0,
16746,8/11/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,8/12/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,6703.000,6703.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16748,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (3RD SHIFT),Posted,8/12/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,1215.000,1599.000,-384.000,Plus Materials                                    ,,72.9000,72.9000,0.0000,,,0,1,
16752,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),Posted,8/12/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,5318.000,5318.000,0.000,Plus Materials                                    ,,638.1600,638.1600,0.0000,,,0,0,
16754,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,8/12/2026 12:00:00 AM,5:56AM,,18:04:00,LBS    ,5216.000,5216.000,0.000,Plus Materials                                    ,,625.9200,625.9200,0.0000,,,195,0,
16758,8/11/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,Posted,8/12/2026 12:00:00 AM,5:56AM,,18:04:00,LBS    ,7909.000,9070.000,-1161.000,Plus Materials                                    ,,440.6700,836.1200,395.4500,,,21,4,
16759,8/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,8/13/2026 12:00:00 AM,5:30AM,,18:30:00,LBS    ,2360.000,2616.000,-256.000,Plus Materials                                    ,,141.6000,141.6000,0.0000,,,0,3,
16763,8/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),Posted,8/13/2026 12:00:00 AM,5:30AM,,18:30:00,LBS    ,8242.000,8242.000,0.000,Plus Materials                                    ,,989.0400,989.0400,0.0000,,,0,0,
16765,8/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,8/13/2026 12:00:00 AM,5:31AM,,18:29:00,LBS    ,6000.000,6475.000,-475.000,Plus Materials                                    ,,720.0000,720.0000,0.0000,,,10,0,
