Job No,Job Date,Warehouse,Warehouse Status,Machine,Status,Post Date,Start-Time,End-Time,Elapsed-Time,UOM,Input Qty,Output Qty,Yield Loss Qty,Department,Description,Input Value,Output Value,Expenses,User Defined 1,UserDefined2,Input Units,Output Units,Operator,Finished Product,First Seen,Last Seen
13245,2026-03-04,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-03-05,5:59AM,,18:01:00,LBS,2777.0,2777.0,0.0,Plus Materials,,27.77,27.77,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13251,2026-03-04,Plus Monroe Warehouse,COMPLETED,EXTRUDER (3RD SHIFT),Posted,2026-03-05,5:59AM,,18:01:00,LBS,5274.0,5274.0,0.0,Plus Materials,,369.18,369.18,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13257,2026-03-05,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-03-06,5:52AM,,18:08:00,LBS,4735.0,4735.0,0.0,Plus Materials,,0.0,0.0,0.0,,,13,4,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13258,2026-03-05,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-03-06,5:52AM,,18:08:00,LBS,1036.0,1036.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13261,2026-03-05,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-03-06,5:52AM,,18:08:00,LBS,7652.0,7652.0,0.0,Plus Materials,,535.64,535.64,0.0,,,7,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13263,2026-03-05,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-03-06,5:53AM,,18:07:00,LBS,5119.0,5119.0,0.0,Plus Materials,,350.6994,350.7,0.0,,,14,5,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13265,2026-03-05,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-03-06,5:53AM,,18:07:00,LBS,2334.0,2334.0,0.0,Plus Materials,,140.04,140.04,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13267,2026-03-05,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,2026-03-06,5:53AM,,18:07:00,LBS,4312.0,4312.0,0.0,Plus Materials,,268.9571,268.96,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13271,2026-03-05,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-03-06,5:54AM,,18:06:00,LBS,7158.0,7158.0,0.0,Plus Materials,,501.06,501.06,0.0,,,202,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13273,2026-03-05,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-03-06,5:54AM,,18:06:00,LBS,6132.0,6132.0,0.0,Plus Materials,,429.24,429.24,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13275,2026-03-05,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-03-06,5:54AM,,18:06:00,LBS,6361.0,6361.0,0.0,Plus Materials,,508.88,508.88,0.0,,,21,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13281,2026-03-05,Plus Monroe Warehouse,COMPLETED,EXTRUDER (3RD SHIFT),Posted,2026-03-06,5:55AM,,18:05:00,LBS,2764.0,2764.0,0.0,Plus Materials,,-97.6502,-97.65,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13283,2026-03-05,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,2026-03-06,5:56AM,,18:04:00,LBS,3835.0,3835.0,0.0,Plus Materials,,268.45,268.45,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13288,2026-03-06,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-03-09,5:52AM,,18:08:00,LBS,5893.0,5893.0,0.0,Plus Materials,,24.17,24.17,0.0,,,43,5,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13292,2026-03-06,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-03-09,5:53AM,,18:07:00,LBS,7077.0,7077.0,0.0,Plus Materials,,343.0,342.99,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13294,2026-03-06,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-03-09,5:53AM,,18:07:00,LBS,15459.0,15459.0,0.0,Plus Materials,,-379.6942,-379.69,0.0,,,15,7,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13295,2026-03-06,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-03-09,5:53AM,,18:07:00,LBS,945.0,945.0,0.0,Plus Materials,,53.3887,53.39,0.0,,,0,6,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13296,2026-03-06,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-03-09,5:53AM,,18:07:00,LBS,5179.0,5179.0,0.0,Plus Materials,,414.32,414.32,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13298,2026-03-06,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,2026-03-09,5:54AM,,18:06:00,LBS,1852.0,1852.0,0.0,Plus Materials,,116.329,116.33,0.0,,,12,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13302,2026-03-06,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-03-09,5:54AM,,18:06:00,LBS,9196.0,9196.0,0.0,Plus Materials,,757.51,757.51,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13304,2026-03-06,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-03-09,5:55AM,,18:05:00,LBS,7316.0,7316.0,0.0,Plus Materials,,226.17,226.15,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13306,2026-03-06,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-03-09,5:55AM,,18:05:00,LBS,2809.0,2809.0,0.0,Plus Materials,,214.8042,214.8,0.0,,,3,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13312,2026-03-06,Plus Monroe Warehouse,COMPLETED,EXTRUDER (3RD SHIFT),Posted,2026-03-09,5:56AM,,18:04:00,LBS,4026.0,4026.0,0.0,Plus Materials,,208.4651,208.46,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13314,2026-03-06,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,2026-03-09,5:56AM,,18:04:00,LBS,6121.0,6121.0,0.0,Plus Materials,,285.82,285.82,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13318,2026-03-09,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-03-10,5:15AM,,18:45:00,LBS,8798.0,8798.0,0.0,Plus Materials,,1143.74,1143.74,0.0,,,17,6,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13319,2026-03-09,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-03-10,5:16AM,,18:44:00,LBS,1092.0,1092.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13322,2026-03-09,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-03-10,5:16AM,,18:44:00,LBS,8530.0,8530.0,0.0,Plus Materials,,938.3,938.3,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13324,2026-03-09,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-03-10,5:16AM,,18:44:00,LBS,7902.0,7902.0,0.0,Plus Materials,,869.22,869.22,0.0,,,20,5,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13325,2026-03-09,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-03-10,5:17AM,,18:43:00,LBS,5433.0,5433.0,0.0,Plus Materials,,224.0054,224.01,0.0,,,16,4,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13326,2026-03-09,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-03-10,5:17AM,,18:43:00,LBS,3438.0,3438.0,0.0,Plus Materials,,171.9,171.9,0.0,,,7,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13328,2026-03-09,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,2026-03-10,5:17AM,,18:43:00,LBS,6432.0,6432.0,0.0,Plus Materials,,0.0,0.0,0.0,,,31,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13332,2026-03-09,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-03-10,5:18AM,,18:42:00,LBS,8392.0,8392.0,0.0,Plus Materials,,923.12,923.12,0.0,,,147,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13334,2026-03-09,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-03-10,5:18AM,,18:42:00,LBS,8824.0,8824.0,0.0,Plus Materials,,100.34,100.34,0.0,,,10,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13336,2026-03-09,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-03-10,5:19AM,,18:41:00,LBS,1257.0,1257.0,0.0,Plus Materials,,24.6948,24.69,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13342,2026-03-09,Plus Monroe Warehouse,COMPLETED,EXTRUDER (3RD SHIFT),Posted,2026-03-10,5:20AM,,18:40:00,LBS,5946.0,5946.0,0.0,Plus Materials,,654.06,654.06,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13349,2026-03-10,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-03-11,5:54AM,,18:06:00,LBS,8472.0,8472.0,0.0,Plus Materials,,552.239,552.25,0.0,,,36,5,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13350,2026-03-10,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-03-11,5:55AM,,18:05:00,LBS,1491.0,1491.0,0.0,Plus Materials,,112.1315,112.13,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13353,2026-03-10,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-03-11,5:55AM,,18:05:00,LBS,7300.0,7300.0,0.0,Plus Materials,,803.0,803.0,0.0,,,10,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13355,2026-03-10,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-03-11,5:56AM,,18:04:00,LBS,5774.0,5774.0,0.0,Plus Materials,,-160.44,-160.44,0.0,,,12,1,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13356,2026-03-10,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-03-11,5:56AM,,18:04:00,LBS,883.0,883.0,0.0,Plus Materials,,32.2636,32.26,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13357,2026-03-10,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-03-11,5:56AM,,18:04:00,LBS,2723.0,2723.0,0.0,Plus Materials,,42.8161,42.82,0.0,,,32,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13359,2026-03-10,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,2026-03-11,5:56AM,,18:04:00,LBS,5116.0,5116.0,0.0,Plus Materials,,661.0386,661.04,0.0,,,4,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13363,2026-03-10,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-03-11,5:57AM,,18:03:00,LBS,8500.0,8500.0,0.0,Plus Materials,,935.0,935.0,0.0,,,160,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13365,2026-03-10,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-03-11,5:57AM,,18:03:00,LBS,7096.0,7096.0,0.0,Plus Materials,,234.98,235.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13367,2026-03-10,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-03-11,5:58AM,,18:02:00,LBS,4112.0,4112.0,0.0,Plus Materials,,205.6,205.6,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13373,2026-03-10,Plus Monroe Warehouse,COMPLETED,EXTRUDER (3RD SHIFT),Posted,2026-03-11,5:59AM,,18:01:00,LBS,4502.0,4502.0,0.0,Plus Materials,,495.22,495.22,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13375,2026-03-10,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,2026-03-11,5:59AM,,18:01:00,LBS,6050.0,6050.0,0.0,Plus Materials,,665.5,665.5,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13379,2026-03-10,PRN Southeast,COMPLETED,BALER,Posted,2026-03-11,6:00AM,,18:00:00,LBS,14715.0,16995.0,-2280.0,Plus Materials,,847.32,1583.06,735.75,,,66,11,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13380,2026-03-11,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-03-12,5:52AM,,18:08:00,LBS,8259.0,8259.0,0.0,Plus Materials,,314.3623,314.37,0.0,,,8,5,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13381,2026-03-11,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-03-12,5:52AM,,18:08:00,LBS,1832.0,1832.0,0.0,Plus Materials,,18.32,18.32,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13384,2026-03-11,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-03-12,5:52AM,,18:08:00,LBS,6134.0,6134.0,0.0,Plus Materials,,674.74,674.74,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13386,2026-03-11,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-03-12,5:53AM,,18:07:00,LBS,4352.0,4352.0,0.0,Plus Materials,,395.86,395.87,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13387,2026-03-11,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-03-12,5:53AM,,18:07:00,LBS,7675.0,7675.0,0.0,Plus Materials,,307.0,307.0,0.0,,,17,9,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13388,2026-03-11,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-03-12,5:53AM,,18:07:00,LBS,4665.0,4665.0,0.0,Plus Materials,,304.1865,304.18,0.0,,,4,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13390,2026-03-11,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,2026-03-12,5:53AM,,18:07:00,LBS,4208.0,4208.0,0.0,Plus Materials,,105.2,105.2,0.0,,,12,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13394,2026-03-11,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-03-12,5:54AM,,18:06:00,LBS,8914.0,8914.0,0.0,Plus Materials,,534.84,534.84,0.0,,,26,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13396,2026-03-11,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-03-12,5:55AM,,18:05:00,LBS,7904.0,7904.0,0.0,Plus Materials,,452.86,452.86,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13397,2026-03-11,Plus Monroe Warehouse,COMPLETED,SHREDDER (2ND SHIFT),Posted,2026-03-12,5:55AM,,18:05:00,LBS,2299.0,2299.0,0.0,Plus Materials,,344.6229,344.62,0.0,,,9,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13398,2026-03-11,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-03-12,5:55AM,,18:05:00,LBS,1696.0,1696.0,0.0,Plus Materials,,0.0,0.0,0.0,,,3,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13411,2026-03-12,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-03-13,5:49AM,,18:11:00,LBS,9383.0,9383.0,0.0,Plus Materials,,948.6037,948.6,0.0,,,41,6,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13412,2026-03-12,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-03-13,5:49AM,,18:11:00,LBS,1017.0,1017.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13415,2026-03-12,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-03-13,5:49AM,,18:11:00,LBS,7844.0,7844.0,0.0,Plus Materials,,0.0,0.0,0.0,,,11,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13417,2026-03-12,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-03-13,5:50AM,,18:10:00,LBS,8167.0,8167.0,0.0,Plus Materials,,490.02,490.02,0.0,,,0,6,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13418,2026-03-12,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-03-13,5:50AM,,18:10:00,LBS,7495.0,7495.0,0.0,Plus Materials,,0.0,0.0,0.0,,,52,6,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13421,2026-03-12,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,2026-03-13,5:52AM,,18:08:00,LBS,5028.0,5028.0,0.0,Plus Materials,,125.7029,125.7,0.0,,,17,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13425,2026-03-12,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-03-13,5:52AM,,18:08:00,LBS,8514.0,8514.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13427,2026-03-12,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-03-13,5:53AM,,18:07:00,LBS,7363.0,7363.0,0.0,Plus Materials,,358.09,358.1,0.0,,,13,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13428,2026-03-12,Plus Monroe Warehouse,COMPLETED,SHREDDER (2ND SHIFT),Posted,2026-03-13,5:53AM,,18:07:00,LBS,4594.0,4594.0,0.0,Plus Materials,,250.4853,250.48,0.0,,,14,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13429,2026-03-12,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-03-13,5:53AM,,18:07:00,LBS,1919.0,1919.0,0.0,Plus Materials,,153.52,153.52,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13435,2026-03-12,Plus Monroe Warehouse,COMPLETED,EXTRUDER (3RD SHIFT),Posted,2026-03-13,5:54AM,,18:06:00,LBS,4916.0,4916.0,0.0,Plus Materials,,294.96,294.96,0.0,,,18,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13437,2026-03-12,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,2026-03-13,5:55AM,,18:05:00,LBS,4292.0,4292.0,0.0,Plus Materials,,128.76,128.76,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13441,2026-03-12,PRN Southeast,COMPLETED,BALER,Posted,2026-03-13,5:55AM,,18:05:00,LBS,7296.0,6155.0,1141.0,Plus Materials,,414.58,779.38,364.8,,,25,6,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13442,2026-03-13,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-03-16,5:54AM,,18:06:00,LBS,6922.0,6922.0,0.0,Plus Materials,,88.3273,88.32,0.0,,,34,4,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13446,2026-03-13,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-03-16,5:55AM,,18:05:00,LBS,7133.0,7133.0,0.0,Plus Materials,,292.9,292.9,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13448,2026-03-13,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-03-16,5:55AM,,18:05:00,LBS,2026.0,2026.0,0.0,Plus Materials,,233.9319,233.93,0.0,,,0,3,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13449,2026-03-13,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-03-16,5:55AM,,18:05:00,LBS,2559.0,2559.0,0.0,Plus Materials,,93.8685,93.87,0.0,,,0,2,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13450,2026-03-13,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-03-16,5:56AM,,18:04:00,LBS,4597.0,4597.0,0.0,Plus Materials,,229.85,229.85,0.0,,,9,6,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13456,2026-03-13,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-03-16,5:57AM,,18:03:00,LBS,8148.0,8148.0,0.0,Plus Materials,,294.27,294.28,0.0,,,3,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13458,2026-03-13,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-03-16,5:57AM,,18:03:00,LBS,7861.0,7861.0,0.0,Plus Materials,,463.31,463.3,0.0,,,7,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13459,2026-03-13,Plus Monroe Warehouse,COMPLETED,SHREDDER (2ND SHIFT),Posted,2026-03-16,5:57AM,,18:03:00,LBS,3857.0,3857.0,0.0,Plus Materials,,216.8057,216.81,0.0,,,12,4,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13460,2026-03-13,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-03-16,5:58AM,,18:02:00,LBS,5258.0,5258.0,0.0,Plus Materials,,262.9,262.9,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13468,2026-03-13,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (3RD SHIFT),Posted,2026-03-16,5:59AM,,18:01:00,LBS,6241.0,6241.0,0.0,Plus Materials,,1051.1,1051.09,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13471,2026-03-13,Plus Monroe Warehouse,COMPLETED,SHREDDER (3RD SHIFT),Posted,2026-03-16,6:00AM,,18:00:00,LBS,4564.0,4564.0,0.0,Plus Materials,,162.7265,162.73,0.0,,,13,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13472,2026-03-16,PRN Southeast,COMPLETED,BALER,Posted,2026-03-17,6:00AM,,18:00:00,LBS,9770.0,20085.0,-10315.0,Plus Materials,,545.76,1034.27,488.5,,,24,9,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13477,2026-03-16,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-03-17,4:55AM,,19:05:00,LBS,6060.0,6060.0,0.0,Plus Materials,,410.3967,410.4,0.0,,,12,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13478,2026-03-16,Plus Monroe Warehouse,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),Posted,2026-03-17,4:55AM,,19:05:00,LBS,1277.0,1277.0,0.0,Plus Materials,,46.2505,46.25,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13479,2026-03-16,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-03-17,4:55AM,,19:05:00,LBS,4242.0,4242.0,0.0,Plus Materials,,471.6255,471.63,0.0,,,9,5,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13480,2026-03-16,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-03-17,4:56AM,,19:04:00,LBS,4215.0,4215.0,0.0,Plus Materials,,253.1147,253.11,0.0,,,18,2,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13481,2026-03-16,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-03-17,4:56AM,,19:04:00,LBS,6191.0,6191.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13487,2026-03-16,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-03-17,4:57AM,,19:03:00,LBS,5144.0,5144.0,0.0,Plus Materials,,336.96,336.96,0.0,,,7,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13489,2026-03-16,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-03-17,4:57AM,,19:03:00,LBS,3802.0,3802.0,0.0,Plus Materials,,254.7217,254.72,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13490,2026-03-16,Plus Monroe Warehouse,COMPLETED,SHREDDER (2ND SHIFT),Posted,2026-03-17,4:57AM,,19:03:00,LBS,5378.0,5378.0,0.0,Plus Materials,,271.5144,271.52,0.0,,,7,5,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
13491,2026-03-16,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-03-17,4:58AM,,19:02:00,LBS,5980.0,5980.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
