Job No,Job Date,Warehouse,Warehouse Status,Machine,Status,Post Date,Start-Time,End-Time,Elapsed-Time,UOM,Input Qty,Output Qty,Yield Loss Qty,Department,Description,Input Value,Output Value,Expenses,User Defined 1,UserDefined2,Input Units,Output Units,Operator,Finished Product,First Seen,Last Seen
12003,2026-01-02,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-01-05,5:06AM,,18:54:00,LBS,5397.0,5397.0,0.0,Plus Materials,,94.1,94.1,0.0,,,21,5,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12007,2026-01-02,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-01-05,5:07AM,,18:53:00,LBS,2424.0,2424.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12009,2026-01-02,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-01-05,5:07AM,,18:53:00,LBS,6110.0,6110.0,0.0,Plus Materials,,305.5,305.5,0.0,,,11,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12010,2026-01-02,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-01-05,5:07AM,,18:53:00,LBS,9311.0,9311.0,0.0,Plus Materials,,465.55,465.55,0.0,,,48,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12011,2026-01-02,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-01-05,5:07AM,,18:53:00,LBS,10469.0,10469.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12014,2026-01-05,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-01-06,5:06AM,,18:54:00,LBS,4635.0,4635.0,0.0,Plus Materials,,187.11,187.1,0.0,,,33,5,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12015,2026-01-05,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-01-06,5:06AM,,18:54:00,LBS,2581.0,2581.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12018,2026-01-05,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-01-06,5:06AM,,18:54:00,LBS,6565.0,6565.0,0.0,Plus Materials,,328.25,328.25,0.0,,,12,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12020,2026-01-05,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-01-06,5:07AM,,18:53:00,LBS,11739.0,11739.0,0.0,Plus Materials,,117.39,117.39,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12021,2026-01-05,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-01-06,5:07AM,,18:53:00,LBS,2008.0,2008.0,0.0,Plus Materials,,0.0,0.0,0.0,,,1,6,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12022,2026-01-05,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-01-06,5:07AM,,18:53:00,LBS,5569.0,5569.0,0.0,Plus Materials,,0.0,0.0,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12028,2026-01-05,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-01-06,5:08AM,,18:52:00,LBS,7824.0,7824.0,0.0,Plus Materials,,78.24,78.24,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12030,2026-01-05,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-01-06,5:09AM,,18:51:00,LBS,10241.0,10241.0,0.0,Plus Materials,,102.41,102.41,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12035,2026-01-06,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-01-07,5:10AM,,18:50:00,LBS,8010.0,8010.0,0.0,Plus Materials,,-49.5,-49.5,0.0,,,17,7,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12036,2026-01-06,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-01-07,5:10AM,,18:50:00,LBS,1632.0,1632.0,0.0,Plus Materials,,172.843,172.84,0.0,,,0,1,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12039,2026-01-06,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-01-07,5:11AM,,18:49:00,LBS,8345.0,8345.0,0.0,Plus Materials,,412.3,412.3,0.0,,,0,2,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12041,2026-01-06,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-01-07,5:11AM,,18:49:00,LBS,4648.0,4648.0,0.0,Plus Materials,,232.4,232.4,0.0,,,8,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12042,2026-01-06,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-01-07,5:11AM,,18:49:00,LBS,3483.0,3483.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12046,2026-01-06,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (2ND SHIFT),Posted,2026-01-07,5:12AM,,18:48:00,LBS,5612.0,5612.0,0.0,Plus Materials,,197.6063,197.6,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12049,2026-01-06,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-01-07,5:12AM,,18:48:00,LBS,7627.0,7627.0,0.0,Plus Materials,,381.35,381.35,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12051,2026-01-06,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-01-07,5:13AM,,18:47:00,LBS,6227.0,6227.0,0.0,Plus Materials,,0.0,0.0,0.0,,,10,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12055,2026-01-06,PRN Southeast,COMPLETED,BALER,Posted,2026-01-07,5:13AM,,18:47:00,LBS,8875.0,9260.0,-385.0,Plus Materials,,587.96,1031.72,443.75,,,25,4,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12056,2026-01-07,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-01-08,5:12AM,,18:48:00,LBS,3248.0,3248.0,0.0,Plus Materials,,52.9718,52.98,0.0,,,10,3,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12057,2026-01-07,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-01-08,5:12AM,,18:48:00,LBS,1615.0,1615.0,0.0,Plus Materials,,56.8656,56.87,0.0,,,0,1,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12060,2026-01-07,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-01-08,5:13AM,,18:47:00,LBS,8155.0,8155.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12062,2026-01-07,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-01-08,5:13AM,,18:47:00,LBS,9956.0,9956.0,0.0,Plus Materials,,236.23,236.22,0.0,,,14,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12064,2026-01-07,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-01-08,5:13AM,,18:47:00,LBS,7119.0,7119.0,0.0,Plus Materials,,0.0,0.0,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12067,2026-01-07,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (2ND SHIFT),Posted,2026-01-08,5:14AM,,18:46:00,LBS,2550.0,2550.0,0.0,Plus Materials,,89.7902,89.79,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12070,2026-01-07,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-01-08,5:14AM,,18:46:00,LBS,7052.0,7052.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12072,2026-01-07,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-01-08,5:15AM,,18:45:00,LBS,10359.0,10351.0,8.0,Plus Materials,,0.0,0.0,0.0,,,14,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12073,2026-01-07,Plus Monroe Warehouse,COMPLETED,SHREDDER (2ND SHIFT),Posted,2026-01-08,5:15AM,,18:45:00,LBS,4209.0,4209.0,0.0,Plus Materials,,0.0,0.0,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12074,2026-01-07,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-01-08,5:15AM,,18:45:00,LBS,3823.0,3823.0,0.0,Plus Materials,,0.0,0.0,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12078,2026-01-08,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-01-09,5:11AM,,18:49:00,LBS,2166.0,2166.0,0.0,Plus Materials,,76.269,76.27,0.0,,,0,2,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12081,2026-01-08,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-01-09,5:11AM,,18:49:00,LBS,8360.0,8360.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12083,2026-01-08,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-01-09,5:12AM,,18:48:00,LBS,4881.0,4881.0,0.0,Plus Materials,,488.1,488.1,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12084,2026-01-08,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-01-09,5:12AM,,18:48:00,LBS,3111.0,3111.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12085,2026-01-08,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-01-09,5:12AM,,18:48:00,LBS,4671.0,4671.0,0.0,Plus Materials,,6.1392,6.14,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12088,2026-01-08,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (2ND SHIFT),Posted,2026-01-09,5:13AM,,18:47:00,LBS,2967.0,2967.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12091,2026-01-08,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-01-09,5:13AM,,18:47:00,LBS,5142.0,5142.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12093,2026-01-08,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-01-09,5:13AM,,18:47:00,LBS,8747.0,8747.0,0.0,Plus Materials,,117.56,117.56,0.0,,,12,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12094,2026-01-08,Plus Monroe Warehouse,COMPLETED,SHREDDER (2ND SHIFT),Posted,2026-01-09,5:14AM,,18:46:00,LBS,4460.0,4460.0,0.0,Plus Materials,,0.0,0.0,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12095,2026-01-08,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-01-09,5:14AM,,18:46:00,LBS,4816.0,4816.0,0.0,Plus Materials,,192.64,192.64,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12099,2026-01-09,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-01-12,5:14AM,,18:46:00,LBS,3169.0,3169.0,0.0,Plus Materials,,106.3423,106.35,0.0,,,52,2,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12102,2026-01-09,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-01-12,5:14AM,,18:46:00,LBS,8325.0,8325.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12104,2026-01-09,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-01-12,5:15AM,,18:45:00,LBS,7459.0,7459.0,0.0,Plus Materials,,402.0532,402.05,0.0,,,38,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12105,2026-01-09,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-01-12,5:15AM,,18:45:00,LBS,5410.0,5410.0,0.0,Plus Materials,,0.0,0.0,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12106,2026-01-09,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-01-12,5:15AM,,18:45:00,LBS,7392.0,7392.0,0.0,Plus Materials,,398.4425,398.44,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12109,2026-01-09,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (2ND SHIFT),Posted,2026-01-12,5:15AM,,18:45:00,LBS,1922.0,1922.0,0.0,Plus Materials,,64.497,64.5,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12112,2026-01-09,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-01-12,5:16AM,,18:44:00,LBS,6576.0,6576.0,0.0,Plus Materials,,0.0,0.0,0.0,,,12,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12114,2026-01-09,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-01-12,5:16AM,,18:44:00,LBS,10000.0,10000.0,0.0,Plus Materials,,283.4684,283.47,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12115,2026-01-09,Plus Monroe Warehouse,COMPLETED,SHREDDER (2ND SHIFT),Posted,2026-01-12,5:16AM,,18:44:00,LBS,4169.0,4169.0,0.0,Plus Materials,,0.0,0.0,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12116,2026-01-09,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-01-12,5:17AM,,18:43:00,LBS,4784.0,4784.0,0.0,Plus Materials,,257.8669,257.87,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12120,2026-01-12,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-01-13,5:07AM,,18:53:00,LBS,1602.0,1602.0,0.0,Plus Materials,,53.7582,53.76,0.0,,,0,1,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12123,2026-01-12,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-01-13,5:08AM,,18:52:00,LBS,9575.0,9575.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12125,2026-01-12,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-01-13,5:08AM,,18:52:00,LBS,6523.0,6523.0,0.0,Plus Materials,,351.6013,351.59,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12126,2026-01-12,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-01-13,5:08AM,,18:52:00,LBS,4042.0,4042.0,0.0,Plus Materials,,0.0,0.0,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12127,2026-01-12,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-01-13,5:09AM,,18:51:00,LBS,3595.0,3595.0,0.0,Plus Materials,,193.7773,193.78,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12129,2026-01-12,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,2026-01-13,5:09AM,,18:51:00,LBS,2063.0,2063.0,0.0,Plus Materials,,41.66,41.65,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12133,2026-01-12,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-01-13,5:10AM,,18:50:00,LBS,6658.0,6658.0,0.0,Plus Materials,,0.0,0.0,0.0,,,14,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12135,2026-01-12,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-01-13,5:10AM,,18:50:00,LBS,7089.0,7089.0,0.0,Plus Materials,,106.32,106.32,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12137,2026-01-12,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-01-13,5:10AM,,18:50:00,LBS,2335.0,2335.0,0.0,Plus Materials,,125.8602,125.87,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12140,2026-01-12,Plus Monroe Warehouse,COMPLETED,REPACKAGING,Posted,2026-01-13,1:22PM,,10:38:00,LBS,10863.0,10863.0,0.0,Plus Materials,,0.0,0.0,0.0,,,24,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12141,2026-01-13,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-01-14,5:10AM,,18:50:00,LBS,6039.0,6039.0,0.0,Plus Materials,,892.049,892.05,0.0,,,38,4,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12142,2026-01-13,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-01-14,5:11AM,,18:49:00,LBS,1716.0,1716.0,0.0,Plus Materials,,57.5833,57.58,0.0,,,0,1,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12145,2026-01-13,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-01-14,5:11AM,,18:49:00,LBS,10075.0,10075.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12147,2026-01-13,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-01-14,5:11AM,,18:49:00,LBS,6426.0,6426.0,0.0,Plus Materials,,-45.6277,-45.63,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12148,2026-01-13,Plus Monroe Warehouse,COMPLETED,SHREDDER (1ST SHIFT),Posted,2026-01-14,5:12AM,,18:48:00,LBS,373.0,373.0,0.0,Plus Materials,,0.0,0.0,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12152,2026-01-13,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,2026-01-14,5:12AM,,18:48:00,LBS,6648.0,6648.0,0.0,Plus Materials,,779.1419,779.14,0.0,,,23,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12156,2026-01-13,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-01-14,5:13AM,,18:47:00,LBS,8150.0,8150.0,0.0,Plus Materials,,570.5,570.5,0.0,,,10,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12158,2026-01-13,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-01-14,5:13AM,,18:47:00,LBS,8292.0,8292.0,0.0,Plus Materials,,263.6122,263.61,0.0,,,7,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12160,2026-01-13,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-01-14,5:13AM,,18:47:00,LBS,6190.0,6190.0,0.0,Plus Materials,,373.2337,373.23,0.0,,,14,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12163,2026-01-14,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-01-15,5:11AM,,18:49:00,LBS,4447.0,4447.0,0.0,Plus Materials,,111.175,111.19,0.0,,,10,3,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12164,2026-01-14,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-01-15,5:11AM,,18:49:00,LBS,1312.0,1312.0,0.0,Plus Materials,,44.0271,44.03,0.0,,,0,1,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12167,2026-01-14,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-01-15,5:12AM,,18:48:00,LBS,7662.0,7662.0,0.0,Plus Materials,,133.49,133.5,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12169,2026-01-14,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-01-15,5:12AM,,18:48:00,LBS,8479.0,8479.0,0.0,Plus Materials,,166.5791,166.58,0.0,,,35,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12171,2026-01-14,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-01-15,5:12AM,,18:48:00,LBS,5338.0,5338.0,0.0,Plus Materials,,104.8704,104.88,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12174,2026-01-14,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,2026-01-15,5:13AM,,18:47:00,LBS,5278.0,5278.0,0.0,Plus Materials,,131.95,131.96,0.0,,,38,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12178,2026-01-14,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-01-15,5:14AM,,18:46:00,LBS,6667.0,6667.0,0.0,Plus Materials,,-48.7778,-48.78,0.0,,,1,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12182,2026-01-14,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-01-15,5:14AM,,18:46:00,LBS,4889.0,4889.0,0.0,Plus Materials,,96.0496,96.05,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12186,2026-01-15,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (1ST SHIFT),Posted,2026-01-16,5:09AM,,18:51:00,LBS,9894.0,9894.0,0.0,Plus Materials,,247.355,247.36,0.0,,,31,6,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12187,2026-01-15,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-01-16,5:09AM,,18:51:00,LBS,1073.0,1073.0,0.0,Plus Materials,,36.0063,36.01,0.0,,,0,1,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12190,2026-01-15,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-01-16,5:09AM,,18:51:00,LBS,8028.0,8028.0,0.0,Plus Materials,,401.4,401.4,0.0,,,8,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12192,2026-01-15,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-01-16,5:10AM,,18:50:00,LBS,12054.0,12054.0,0.0,Plus Materials,,626.39,626.4,0.0,,,10,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12194,2026-01-15,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-01-16,5:10AM,,18:50:00,LBS,3608.0,3608.0,0.0,Plus Materials,,225.8257,225.82,0.0,,,12,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12197,2026-01-15,Plus Monroe Warehouse,COMPLETED,AUTO-TIE BALER (2ND SHIFT),Posted,2026-01-16,5:11AM,,18:49:00,LBS,6188.0,6188.0,0.0,Plus Materials,,154.7048,154.72,0.0,,,14,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12201,2026-01-15,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-01-16,5:11AM,,18:49:00,LBS,6478.0,6478.0,0.0,Plus Materials,,453.46,453.46,0.0,,,204,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12203,2026-01-15,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (2ND SHIFT),Posted,2026-01-16,5:11AM,,18:49:00,LBS,15827.0,15827.0,0.0,Plus Materials,,668.86,668.84,0.0,,,27,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12205,2026-01-15,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),Posted,2026-01-16,5:12AM,,18:48:00,LBS,7720.0,7720.0,0.0,Plus Materials,,515.5928,515.6,0.0,,,17,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12209,2026-01-16,Plus Monroe Warehouse,COMPLETED,AVANGARD (OLD) (1ST SHIFT),Posted,2026-01-19,5:11AM,,18:49:00,LBS,1078.0,1078.0,0.0,Plus Materials,,36.1757,36.18,0.0,,,0,1,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12212,2026-01-16,Plus Monroe Warehouse,COMPLETED,EXTRUDER (1ST SHIFT),Posted,2026-01-19,5:11AM,,18:49:00,LBS,7252.0,7252.0,0.0,Plus Materials,,507.64,507.64,0.0,,,10,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12214,2026-01-16,Plus Monroe Warehouse,COMPLETED,GUILLOTINE (1ST SHIFT),Posted,2026-01-19,5:12AM,,18:48:00,LBS,12590.0,12590.0,0.0,Plus Materials,,881.3,881.3,0.0,,,0,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12216,2026-01-16,Monroe Processing Warehouse,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),Posted,2026-01-19,5:12AM,,18:48:00,LBS,3052.0,3052.0,0.0,Plus Materials,,523.6749,523.67,0.0,,,2,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
12222,2026-01-16,Plus Monroe Warehouse,COMPLETED,EXTRUDER (2ND SHIFT),Posted,2026-01-19,5:13AM,,18:47:00,LBS,8076.0,8076.0,0.0,Plus Materials,,484.56,484.56,0.0,,,8,0,CARL,,2026-09-17T13:18:36,2026-09-17T13:18:36
